CAB-07-chili-krishna-basin-india,"Image Dataset on Chili Leaf Diseases in the Krishna River Basin of the Deccan Plateau, India",cabai,penyakit daun cabai + fase pertumbuhan (rincian kelas tidak dibuka karena tidak diunduh),gambar,ZIP,"tidak diunduh; 4 berkas, 5053,57 MiB",Mendeley Data,https://data.mendeley.com/datasets/ymt8k9bjkn/3,CC BY 4.0,2026,2026-08-25,-,5299246105,lihat-notes,terlalu-besar,belum,"TEMUAN PROVENANS. Melebihi batas 3 GB/dataset (5053,57 MiB). Lebih penting: dua berkasnya BYTE-IDENTIK dengan berkas di 10.17632/w9mr3vf56s (CAB-10) menurut sha256 yang diumumkan KEDUA penerbit lewat Mendeley public-api: ""Chili Leaf Disease Augmented Dataset.zip"" 4773222633 byte sha256 2f4992f3ad41f7807305..., dan ""Chili Leaf Disease Original Dataset.zip"" 525828851 byte sha256 ccb3e216b58d68c4a365... Padahal asal yang diklaim berbeda total: rekaman INI (Manipal Academy of Higher Education, dibuat 2025-10-21, terbit v1 2025-10-22) menyebut lahan cabai di Bellary dan Raichur (Karnataka) serta Guntur dan Prakasam (Andhra Pradesh), India, lengkap dengan bagian ""Steps to Reproduce"" yang merinci pemilihan lokasi di Krishna River Basin; sedangkan w9mr3vf56s (Daffodil International University, dibuat 2025-02-12, terbit 2025-02-19 - DELAPAN BULAN LEBIH DULU) menyebut kebun di Charpolisha, Jamalpur, Bangladesh. Bukti ini metadata umuman penerbit, bukan byte yang diverifikasi lokal. Rekomendasi: jangan pakai keterangan lokasi dari salah satu rekaman ini tanpa konfirmasi penulis."
CAB-10-chili-daun-fase-bangladesh,Chili Plant Leaf Disease and Growth Stage Dataset from Bangladesh,cabai,penyakit daun cabai + fase pertumbuhan (kelas tidak dibuka karena tidak diunduh),gambar,ZIP,"diklaim 3570 citra; 4 berkas, 8766,4 MiB",Mendeley Data,https://data.mendeley.com/datasets/w9mr3vf56s/1,CC BY 4.0,2025,2026-08-25,-,9193631615,lihat-notes,terlalu-besar,belum,"Melebihi batas 3 GB/dataset (8766,4 MiB). Rekaman ini adalah yang LEBIH DULU TERBIT dari pasangan duplikat byte-identik dengan CAB-07 (ymt8k9bjkn) - lihat catatan CAB-07 untuk rinciannya. Subset resmi ""Chili Leaf Disease Original Dataset.zip"" (501,47 MiB) sebenarnya bisa diunduh terpisah, tapi dilewati agar anggaran 8 GB/agen tetap aman dan karena data penyakit cabai Bangladesh sudah diwakili CAB-03 dan CAB-04 yang metadatanya lebih baik."
CAB-13-chilcv-16gb-figshare,Chilli leaf curl virus dataset,cabai,daun cabai sehat dan terinfeksi chilli leaf curl virus (ChiLCV),gambar,ZIP tunggal,"tidak dinyatakan; 1 berkas 16120,71 MiB",figshare,https://figshare.com/articles/dataset/Chilli_leaf_curl_virus_dataset/31035043,CC BY 4.0,2026,2026-08-25,-,16904011776,md5 penerbit 0a930e7e52b18dcf6048b13873f8c6ce,terlalu-besar,tidak-berlaku,"16,1 GiB dalam SATU berkas ZIP - lima kali lipat batas 3 GB/dataset dan dua kali lipat batas 8 GB/agen; sumber tidak menyediakan subset resmi terpisah, jadi tidak ada jalan mengambil sebagian. Penulis sama dengan CAB-02 (Kannan M; Parthasarathy Seethapathy) dan temanya sama (ChiLCV), sehingga besar kemungkinan CAB-02 adalah versi kurasi dari koleksi ini - CAB-02 sudah memberi 22829 citra ChiLCV berlabel dan bermetadata dengan ongkos 985 MiB."
CAB-14-arten-multicrop-mendeley,ARTEN-Enhanced Multi-Crop Disease Dataset,pisang; cabai; kacang tanah; kembang kol; lobak,penyakit daun lima tanaman (kelas cabai tidak dirinci sumber),gambar,ZIP,"diklaim 21875 citra 640x640; 1 berkas 1753,18 MiB",Mendeley Data,https://data.mendeley.com/datasets/s2sxywhtx5/1,CC BY 4.0,2026,2026-08-25,-,1838328975,,ditemukan,belum,"Muat dalam batas ukuran dan lisensinya terbuka, tapi SENGAJA tidak diunduh: seluruh citranya sudah DIOLAH oleh jaringan peningkat citra ""ARTEN"" (Attention-guided Residual Texture Enhancement Network) buatan penulis sendiri. Untuk basis data rujukan Pranatani, gambar yang sudah dimanipulasi model bukan bukti visual yang sah - model yang dilatih di sini belajar artefak ARTEN, bukan gejala. Sumber tidak menerbitkan citra aslinya. Porsi cabai juga tidak dirinci."
CAB-15-multicrop-vit-mendeley,Multi-Crop Disease Dataset,pisang; cabai; lobak; kacang tanah; kembang kol,"lebih dari 30 kelas; disebut Sigatoka, Leaf Curl, Anthracnose, Rust, Downy Mildew, Black Rot",gambar,gambar 640x640 + anotasi kotak YOLO,diklaim lebih dari 23000 citra; daftar berkas tidak bisa diambil,Mendeley Data,https://data.mendeley.com/datasets/6243z8r6t6/1,CC BY 4.0,2025,2026-08-25,-,tidak diketahui,,ditemukan,belum,"API Mendeley public-api untuk id ini konsisten membalas HTTP 504 pada empat percobaan terpisah lintas satu jam, sehingga manifes berkas, ukuran, dan checksum TIDAK BISA diambil - tanpa itu unduhan tidak bisa diverifikasi. Metadata di baris ini berasal dari halaman web dataset (VIT University Chennai, Prem Kumar E, 26 Juni 2025), dikumpulkan November-Januari 2024 di Chengalpattu, Kanchipuram, dan Krishnagiri, Tamil Nadu. Menarik karena beranotasi kotak YOLO dan memuat Anthracnose; layak dicoba ulang saat API pulih."
CAB-16-pepper-bell-mendeley,Pepper Bell Leaf Disease,paprika (bell pepper),Bacterial Spot; Cercospora Leaf Spot; Healthy; Leaf Curl; Nutrition Deficiency; Powdery Mildew,gambar,JPG berkas lepas,"diklaim 9283 citra; 9283 berkas, 733,83 MiB",Mendeley Data,https://data.mendeley.com/datasets/w9drvtxg9g/1,CC BY 4.0,2026,2026-08-25,-,769482055,,ditemukan,belum,"Tidak diunduh atas dasar pemeriksaan nama berkas di manifes API: pola ___JR_B.Spot_NNNN.JPG dan ___NREC_B.Spot menunjukkan turunan PlantVillage paprika, dan sufiks _180deg serta _flipTB menunjukkan augmentasi rotasi/cermin ikut dihitung sebagai citra. Artinya 9283 bukan 9283 foto berbeda. Paprika, bukan cabai Indonesia. PlantVillage sendiri milik agen tomat (TOM-01), jadi mengunduh turunan augmentasinya menambah ongkos tanpa menambah informasi."
CAB-17-pepper-yangzhou-onrequest,"Pepper leaf disease dataset (Xijiang Agro-ecological Park, Yangzhou)",cabai/paprika,pepper scab; pepper powdery mildew; pepper anthracnose; pepper white spot disease; pepper blight; pepper botrytis cinerea,gambar,tidak dinyatakan,"diklaim 5669 citra asli, 6 kelas",Frontiers in Plant Science (artikel 10.3389/fpls.2023.1230886),https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2023.1230886/full,tidak dinyatakan,2023,2026-08-25,-,tidak diketahui,,terhalang-akun,tidak-berlaku,"Cakupan kelasnya paling menarik dari semua kandidat (satu-satunya yang punya pepper blight/Phytophthora dan botrytis sekaligus antraknosa), tapi TIDAK ADA repositori, DOI data, atau tautan unduh. Pernyataan ketersediaan data artikel: data mentah akan disediakan penulis atas permintaan, tanpa keberatan berlebihan. Sesuai KETENTUAN bagian 2.1, permintaan lewat penulis diperlakukan sebagai terhalang-akun dan tidak ditembus. Yangzhou, Jiangsu, Cina, 2020. Lisensi datanya tidak dinyatakan."
CAB-18-benin-chili-springer,Chili pepper disease dataset from Benin (Discover Artificial Intelligence 10.1007/s44163-025-00583-4),cabai,anthracnose (213 citra); TYLCV (202 citra); healthy (119 citra),gambar,tidak dinyatakan,534 citra total,Springer Nature (Discover Artificial Intelligence),https://link.springer.com/article/10.1007/s44163-025-00583-4,tidak dinyatakan,2025,2026-08-25,-,tidak diketahui,,terhalang-akun,tidak-berlaku,"Halaman artikel mengalihkan ke idp.springer.com/authorize (dinding masuk SSO); pengalihan TIDAK diikuti sesuai KETENTUAN bagian 2.1. Cacah kelas di baris ini berasal dari ringkasan hasil pencarian, bukan dari artikel yang dibaca langsung, jadi belum terverifikasi. Menarik karena iklim Benin (tropis lembab) lebih mirip Indonesia daripada Bangladesh atau Deccan, dan kelasnya justru dua penyakit terpenting di Indonesia. Layak dikejar lewat surel penulis."
CAB-19-kaggle-dhenyd-chili,"Chili Plant Disease (Kaggle, dhenyd)",cabai,healthy; leaf curl; leaf spot; whitefly; yellowish,gambar,gambar (rincian tidak terbaca),"diklaim 500 citra, 100 per kelas; split latih 80 / validasi 10 / uji 10 per kelas",Kaggle,https://www.kaggle.com/datasets/dhenyd/chili-plant-disease,tidak diketahui,tidak diketahui,2026-08-25,-,tidak diketahui,,terhalang-akun,tidak-berlaku,"Unduhan Kaggle butuh akun/token; tidak ditembus sesuai KETENTUAN bagian 2.1. Halaman datasetnya dirender JavaScript sehingga lisensi, ukuran, dan tanggal TIDAK bisa dibaca tanpa masuk - metadata di baris ini berasal dari makalah-makalah Indonesia yang memakainya, jadi BELUM TERVERIFIKASI. Paling menarik dari tiga dataset Kaggle yang ditemukan: nama pemiliknya berbau Indonesia dan kelasnya (whitefly/kutu kebul, yellowish/virus kuning, leaf curl) persis kosakata masalah cabai Indonesia. Kalau pengguna punya token Kaggle, ini kandidat unduhan pertama."
CAB-20-kaggle-shuvo-chili,"Chili Plant Disease Detection (Kaggle, shuvokumarbasak4004)",cabai,tidak terbaca tanpa masuk akun,gambar,tidak diketahui,tidak diketahui,Kaggle,https://www.kaggle.com/datasets/shuvokumarbasak4004/chili-plant-disease-detection,tidak diketahui,tidak diketahui,2026-08-25,-,tidak diketahui,,terhalang-akun,tidak-berlaku,"Butuh akun Kaggle; tidak ditembus. Halaman dirender JavaScript - hanya judul yang bisa dibaca, seluruh metadata lain (lisensi, ukuran, kelas, tanggal) tidak tersedia tanpa masuk. Dicatat agar tidak dicari ulang."
CAB-21-kaggle-ravindu-chilli,"Chilli Plant Diseases Dataset (Kaggle, ravindubandara3002)",cabai,tidak terbaca tanpa masuk akun,gambar,tidak diketahui,tidak diketahui,Kaggle,https://www.kaggle.com/datasets/ravindubandara3002/chilli-plant-diseases-dataset,tidak diketahui,tidak diketahui,2026-08-25,-,tidak diketahui,,terhalang-akun,tidak-berlaku,Butuh akun Kaggle; tidak ditembus. Metadata tidak terbaca karena halaman dirender JavaScript. Dicatat agar tidak dicari ulang.
CAB-22-roboflow-ptata-antraknosa,"Chili Anthracnose Disease (Roboflow Universe, PTATA)",cabai,antraknosa cabai (deteksi objek),gambar,deteksi objek (ekspor Roboflow),tidak diketahui,Roboflow Universe,https://universe.roboflow.com/ptata/chili-anthracnose-disease-prvwz,disebut Open Source Dataset; lisensi persis tidak terbaca,2025,2026-08-25,-,tidak diketahui,,terhalang-akun,tidak-berlaku,"Unduhan Roboflow butuh akun/kunci API; tidak ditembus. Halamannya juga membalas HTTP 403 untuk pengambil otomatis, sehingga cacah citra dan lisensi persisnya TIDAK bisa diperiksa. Relevan karena antraknosa adalah lubang data terbesar untuk cabai Indonesia dan dataset ini beranotasi kotak, bukan sekadar klasifikasi."
